class,tweet
1,"Goodnightt.  holy shit. Its 12..  I'm old now, and I rarely go out..  &lt;333"
1,"@calbo belated congrats on baby! As a mother of four I can honestly say, thank god it's not me. "
1,i washed my pencil case ! finally !  lol
1,i used so much hairspray today that its exactly the same it was 5 hrs ago  MORE HAIRSPRAY THN I USED AT SWAY SWAY FILMING ON EVERYONE! lol
1,"@wildpeeta I have yet to have a peeta s'wich better than the ones at l'As du Fallafel in le Marais, Paris. When do we get to try yours? "
1,@damjanov aww hehe.. drop us a line when you are up here again 
1,"@nopattern merzbow's nice,good for work. did you give lamb of god's latest album a listen? seen you talking about gojira the other day "
1,@dlsbeauty welcome to twitter 
1,"@ddlovato So basically, I believe you are a sadist. The building of anticipation was cruel and unusual. Yes. You are a sadist. hahahaha "
1,http://www.oceanup.com/selena-gomez/    ---------&gt; read all selena news here! 
1,"@stevyncolgan Eeew! You actually deserve to be stuck indoors until 3 pm, blergh!!    #badbreakfast"
1,Just @ lumpys having a drink..very chill..the boys didn't wanna drive far or it woulda been a bar named sue 
1,Watching up  lol
1,@ddlovato hey demi  i hope i get to meet you again this summer  you're such a sweet girl 
1,@Shadez @geek_rohit  good to know boys .. looks like a big plan is underway.. 
1,@philpringle Amen Pastor! thats so true...the fulfillment comes in knowing they've stretched their potential!! 
1,@tsarnick Both got ReTweeted 
1,@derrickhoh http://twitpic.com/643g9 - This is superb greatness! 
1,"@Sini74: I'll ask if the results were confidential and e-mail you, OK? Don't have to stick w/140 characters then! "
1,"@NikkiNoo1956 Sorry, miss read that, did you say you couldn't fit your arse in the Brixton Lido ha ha "
1,@bellatela`s SINGINGGGG.  Haha. I love it when she sings because she`s so good. :&gt; )))
1,"@Gruno Me as well. Tweep slight, as Curt would say "
1,"Muchos thanks @melattree and @husbandsanon for the #followfriday love. Right back atcha, you guys both rock my stream "
1,"@kev_watson Ta.  On the trail of the type of changes. Does it mean ANY changes for any reasons, or specifically of a particular nature?"
1,"is having pain du chocolat, chocolate soy milk and pea pods for a late dinner.  Yummmm.  "
1,"@berkelium Good Morning, what's up? "
1,@imde owh.. hahahaha lol. now i get it... 
1,"@iaci Tare, deja sunt 10 gata s? o rezolve. Deschid ?i eu o licita?ie pt. bin packing problem. Oare cï¿½?i o fac &quot;on time and in budget&quot;? "
1,@RoyCisneros When you have giant ears and a fluffy tail 
1,@JamesMW78 they're at my blog babe. Just go back there later. 
1,loved the cs graffiti life show. awesome night. i'm really proud of myself because i didn't feel the need to hold back my feelings. 
1,He's just not that into u is coming out on dvd. 
1,@ehmperor &quot;uh? rockwell ba kamo? we know it like the back of our hands&quot; nyehehe...that or lets just ask dantes. 
1,"@kacibrown hi,your pic and background is so pretty and cute How are u? I am so fine Peace from Germany "
1,Pumped for Ottawa Monday till Thursday! Can't wait to see everyone 
1,is going to have breakfast. ill tweet back in a few! 
1,@MyNews24 *hoping* to do a 7day beach &amp; scuba break in July/Sept with @varen and then go see the Polar Bears in Canada in Oct on my own 
1,listens to Hilary Duff - Jericho. old song but still VERY GOOD! 
1,@TaylorEcstasy Moreeeee thann everr 
1,got a great outfit for glamazon tmrw nite 
1,london. . . You look beautiful 
1,"Aah, this time I WILL take that MINI cabrio to test. The whole weekend. Great, here comes the rain "
1,@Skater1405  sometimes in life you have to learn from your mistakes.
1,@HaylieK awww your lil dogs are well cute 
1,@stormewg i hope the excessively mopey jams didn't affect your marks 
1,@_mer_mer yeah u should definitely do it! 
1,a little cool thing about the #w3cegov #opengov dialogue &quot;idea&quot; is that it was numbered 1000 
1,@JMatthewFlyzik http://twitpic.com/666hg - they look so snug and happy 
1,@JosephTheGreat dont see why not mate but its a bit far from home. 
1,@TraceyMmm Uh oh - whooops LOL One down already here 
1,Just finished implementing pretty much every feature I wanted for Network Defense 1.0 - Just gotta make fun maps now 
1,@StarDiiva lol and u kno it 
1,@aySkillsz  aw im wonder woman now...i do have boi shorts wit stars on it lol
1,@mardecoca....I'm cookoo cookoo cookooo lol 
1,"collegeeeeee, sun puts me in a good mood "
1,@matthewkempster not sarcastic at all 
1,@admford so... If I had troubles... I know who might be the right man to ask for advice! 
1,@cM5y_fawkes Your house is famous! didn't you know? ;D I'm guessing it's because everyone's practically familiar with your house. 
1,@siobhian you tease! look forward to hearing it later 
1,@lilvalkrie aiyoh. so pai seh. sudah sudah. dowan to fish for compliments anymore. 
1,@PinkM Vitisho eh? haha...we'll read coz we like you 
1,#Followfriday @Bizarre57 Follow Barry... such a nice bloke!   
1,@anomdesign lucky you that you have nice warm weather. It is very wet and cold here now. I am 2.5 hrs north of Sydney 
1,@hestia_berna !!!!!!!!! Arrrgh! My reputation!! lol!!   
1,Fixing my Multiply. 
1,"@bztak1020 thanks  no, I'm not. I just sing a song and play my guitar  my friend helped me   it was live recording, though :/"
1,@azzywazzy It's lovely here 
1,@aubreyoday: elton john! Great song.. Just mastered it on the piano! 
1,@jun6lee nah nah..dont worry..even if u eat penguins I wont kill u!!! no judgements passed no explanations demanded!!! 
1,"@EllieVonTainted just moved back into her old house. being here makes me feel like i'm 16 again, haha it's odd. but i love it "
1,@bryoz  I &lt;3 easter eggs though 
1,is watching pokï¿½mon battle dimensions 
1,boys before flowers is AWESOME. specially so yijung and cha gaeul's story. try to watch it. it's great. 
1,@pluggerguy yeah - i saw that on the internets today. listening now 
1,Watching  http://bit.ly/16Mm0H about #google #wave. Looks good. Now can I have nice android phone please? 
1,Funny day today  got rubbed with grass by a girlfriend of mine and after that we had a water fight 
1,wuhu going to a poker night 
1,back form seeing jonas brother in 3d .. it was fab. lased some JB songs on the drive home ... good times 
1,"@jessbooka I think computers and the Internet are a passing fad anyways, like 8-track and Disco. "
1,#followfriday People I actually know &amp; talk to off Twitter @timshady @monkeyonthelam @galliguez @referralweb (reply back if i missed u!) 
1,Analog Heart on continuous play while driving to the doctor. I love having Fridays off! Not to brag... 
1,"@DoneenMills Oldest graduates from? Whatever it is, congrats!  "
1,"- go &amp; try the yummo &amp; super hot 'plecing kangkung' + ayam bakar taliwang.. **sexy food from exotic country,Indonesia "
1,@hereinthehive I'm going over to #barcamoleeds  too 
1,@taylorswift13 you are simply the best! I don't know of anyone else who would go around the croud taking pics w/ everyone!  &lt;3
1,what you cooking me 
1,James mo tonight !!!!!!!!!!!!!!   aaaaaaaaaaaaa cant wait 
1,"@ElaineSpencer Nothing worse than email problems,especially when you're busy plotting universal domination   "
1,"It's raining tonight..but, it's so HOT! Uurggh..hate Global Warming!! Safe the world! XoXo.. "
1,@LiberT UR Very welcome!!! 
1,Oh dear... And the left side of my face  Maybe sitting in the sun was't such a good idea 
1,@so_jentastic Thanks girl  i plan on making this day a good one somehow lol
1,Just ate a bowl of Apple Jacks and I'm ready to go back to work. Yes 31yo and still love those red and green O's. 
1,@Jason_Pollock I think they heard you. 
1,@YanceySlide the CWG got a half a shout out tho 
1,"student assignment reviews - done! phew... now onto conference papers... but first, some sleep! 0_0 "
1,Corona on my desk.. sun shining.. TGI FRIDAY! 
1,@penguin4784 must be  Maybe I'll win the lottery and be able to afford it ;)
1,"@wiseleo I'm glad to see you on Twitter!!!  Oh, and I definitely agreed with Mary &amp; Mia when they declared you the winner of the battle!"
1,Getting ready to start the commodity market code.  
1,@joshuaduboff: @jgarris and fans will still have the ability to get a printed guide...I'll have more details soon 
1,Only a few more votes and @chriscuzzy is in the top ten  XX
1,@ramseyshow Send them back in the return envelopes so they pay double postage. That's what we do 
1,A gift to you all. http://www.adinkra.org/htmls/adinkra/asas.html spread the joy. 
1,"Police ~ to Protect &amp; Serve, or history takers and CSI's, #Choice #HOA  help #InsideEdition"
1,@epiphanygirl hey doll ! can you give @tx_girl the tix for the dallas show tonight?she would really appreciate it 
1,with or without you 
1,Making ice cream in dro's! 
1,Today I will be on the road a lot. I don't really mind though. 
1,"is chillin out, hangin w/ friends. "
1,"Casey graduates highschool 2nite! I'm proud of you, I love you &amp; I wish you the best! Congrats! Enjoy it!  C u 2nite!"
1,Ok off to Waitrose for some salad stuff for tomorrow's picnic. 
1,"@erickd my roommates warned me, thankfully. i havent been out that late yet. "
1,Wahooo! Iceland turned up wif frozen food delivery. Well impressed wif em  xx
1,Thank god its the weekend again! 
1,"@rhythmsextion yeah, no one's gonna get anything done today. "
1,Yay for free food! Even more yay for the fact that the managers bought it 
1,Why oh why is it so hard for me to get motivated to start working out? I am so lazy! Happy Friday.. the weekend is almost here 
1,@MihaiDragan wow! nu stiam ca citesti amdoar18ani.ro 
1,Had a amazing nite!  but now im really tired! showd up 2 wurk late again! haha o well it was worth it!
1,"fiona, alanis, imogen, regina... check.  but the new recommendations are great to know! I'm favorite-ing them. Thanks!! "
1,"Good summer tune, to bring you up  http://bit.ly/19l6Ok"
1,@EtotheZ heyy can I get an invite to #spymaster ?! 
1,heard Ben Stiller in an intvw w/ seacrest they are working on a new script for a movie called &quot;Little Fockers!&quot;  LOL  can't wait.  
1,"good morning, Twitterverse and happy Followfriday "
1,"MAY 30, 2009. 1:02am.  http://plurk.com/p/x21gd"
1,@Letzjusbfriendz yessssss 
1,@Lizeelou2 Welcome and thank you! 
1,Moving my bed 
1,@therealginger Just waiting for the DMs from the musicians calling me out for saying I liked them *shhhh maybe they missed my blip* 
1,Papa dropped in at Field Day. Such a oice surprise. The girls were thrilled. 
1,"@sroxy Well pooh! What about Kyle's vote and my vote, huh?! "
1,Happy 5 months babe!(: I love you so much and you make me the HAPPIEST girl in the ENTIRE world. 
1,"#Followfriday @ThePrincess Pug, @SheriSalata, @DrOz. @sailingpug, @cesarmillan, @iConservePA, @WestShoreRec "
1,"1, 300 updates!!!! "
1,@chrisaffair I am so buying one!! nice.. 
1,@Rob_Jensen Keep the kids in a sterile room and have them do online classes. That should solve a lot of problems 
1,One of the few perks of being unemployed is enjoying the beautiful weather at the pool 
1,@eli_36 ughh I'm jealous! Bring me some 
1,@highheelznkickz its ok; the 1st step is deniallll  LOL
1,@temptalia I was just on the site. You're doing a great job of it 
1,@DavidArchie the movie up seems like it would be hilarious. I wanna see it too 
1,@morganwestfield np  ran into any issue's with mounting DFS shares?
1,finally i'm home..time for playing The Sims 3 
1,"There are 10,728 Briannes in the U.S.  But only ONE of me!   Fun Friday Fact, according to http://www.howmanyofme.com."
1,@dmitry when are you in Philly? 
1,Wedding countdown: 1 year to go! 
1,@ThisIsJuice @an0el thanks guys!!! 
1,I got a new Tattoo yesterday it is a mama lion and her 3 cubs I love it represents and my kids soooooooooooooo cute    I am so happy
1,@tommcfly Forgive babelfish!  2 votes
1,Actually woke up at a decent hour and went walking with jessica 
1,@McBeautiful yeah he is like 6'3&quot; haha but I prefer tall guys than short guys 
1,@mydwynter I say 25 times  http://myloc.me/201B
1,"@CBCebulski you just made my day, YES! "
1,what time is it? SUMMER TIME! 
1,@Krownz you're welcome  I like reading your tweets
1,"@loristolcpart thanks Lori, I'll add it to my list. "
1,"@GingerDodds Thanks! Our green tea w/ blueberry is one of my own personal faves, but most ppl mention pomegranate. Diff ppl, diff tastes. "
1,@richardquest I might go shopping and eat out. Weekends are a great time to do that. 
1,@VanNessVanWu ??!! can i ask for a prayer request from you V? 
1,- 5 days to the musical  i'm gonna dance wow WOW wow it's gonna be something like High School Musical ihihih xoxo Petia
1,@Kibler Me too. My only real plans involve cutting grass.  What are your plans? My sis will come in a week or 2. Rainbow parade...fun!
1,@asianmanrecords it's not that hard mike!  it can be seen as a strange place at first 
1,"Watching a movie whilst eating dinner, celebrating our good marks  We enjoy spending some extra time with the children"
1,how cute  little sisters are adorable 
1,Stuffed. My last tweet....I swear til like maybe 8pm! U will not get a tweet out of this twit! 
1,@spikelike At least she's nice looking. Better than Martha.  I'd have liked to see it be Sally Sparrow tho.
1,@xKAYAKx Well done to you too 
1,"I keep noticing all of the differences between Los Angeles and Vermont...not too many similarities though, ha-ha "
1,"@jmarrapodi LOL! Perhaps, but a tongue-twisting title sure does make people wonder, eh? "
1,"@Ayelis As it turns out, I was visited by a co-worker who got a 2-for-1 deal at the local bakery. Same thing. "
1,Im gettn off at 445 fuck dat lol its pay day gotsum shit to do be4 my nite start 
1,"@TrustNoOne69 awwwww, you deserve to have this team dedicated to you, cause just simple: You are awesome! "
1,@gotlove4dc3 followin u now 
1,decided to try something different lavender toe nail polish. 1st look it's different 2nd hmm it's not bad 3rd Good choice Lory! 
1,Heading into work and then going to the Dbacks game after I get off 
1,@Tinu whew.  almost changed my perception of you.  Now I can put you back on the pedestal.   
1,"@geekgrrl You just come across as a real Hank, Senior kinda grrl. Tears in beers, lonesome highways, and all that...  "
1,"&quot;When you're fat and sassy, why waste your time on change?&quot; John K. Hudzik, vp, global engagement at MSU http://bit.ly/HsUQ1 Why indeed? "
1,Just doing nothing  - Paradise &gt;&gt; http://twitpic.com/678ql
1,@BeShayBe lol thanks girl!  I think im FINALLY understanding what ff is. LOL Ive been confused all this time
1,I am drinking a lot... trying to forget a very busy week.... 
1,@angedmondson I guess you can enter as many times as you'd like 
1,In Long Beach 
1,"@powerofpink Just sent a tweet out to follow you, your a great lady "
1,"After BCMT will I ever stop evaluating gait patterns??  Every where I go it's LPT, APT, PPT and &quot;Oh, I'd love to work on that!&quot;  "
1,"the river seems like a nice place to celebrate the end my friends, this is finally fucking it "
1,@astoldby Cool. I hope you settle in ok. Welcome to Greenwich Mean Time 
1,@TheChristinaKim Kaenons look really interesting.. (but do they have an asian fit?) 
1,Is just getting of the train in Rochester ... Nice wk end planned  x
1,"@MarniBeetle I follow fridayed you b/c you're cool. No obligation to return, but I wouldn't stop you if you did "
1,@kitkat1982 I'm ready to work on your design whenever you are 
1,@JasonBradbury wear a tall hat 
1,Love the summer state of mind  YW . . . RB via @lipsync: &quot;Summer day mix!!!..with thanks&amp;XX@DJDolceVita (tha... ? http://blip.fm/~79wwt
1,washing the car has been accomplished yayy 
1,How rude is Simon Cowell!!???....&quot;Your not gonna win.&quot;....Vote Good Evans! Porve Simon wrong! 
1,"drinking a iced capuccino with my friends. it's a very, very hot afternoon ;)  oh, I need a dress! Tomorrow shopping! IT'S SATURDAY "
1,NJ for the night 
1,@canadianarch sounds so peaceful and beautiful 
1,waiting for my beautiful taxi driver  then hittin the streets and chill out with some friends. power to the people!
1,#liesgirlstell yea babii i luv u long time 
1,@joelhousman Lol! @sfeuer must have some cool connections 
1,@a_simple_girl I already have a CHI 
1,@fox_in_space just a little ribbing.  If engineers designed it better it wouldn't break. Maintenance is the folks that fix it. IYAMYAS! 
1,@RozD Just hope she nails it next time! 
1,@Rig That is super epic awful. GO SHOPPING! 
1,@ShozzyShozzy thanks!  i just took it this morning.
1,@LPGthatDude anytime 
1,@madisonshell im proud of you 
1,Bout go down b-more schools almost out time to start actin reckless 
1,home... so happy for my friends who have next week off 
1,off to work...kelseys tonight ! yumm 
1,"@anautumnecho Nice talking to you Alex, thanks! "
1,@gdgreely lol which one papi   http://myloc.me/20PG
1,@dragontart thanks ! someone with a brain in there head!  hey you nice to meet ya!
1,Good talks 
1,@GayPatriot haha. I like that one 
1,"@yelyahwilliams LOL! You're awesome, Hayley!!! Paramore Rocks!!! Love from COLOMBIA!!! "
1,"@Chrissyisms Thank you, have fun wherever you go "
1,@ChickadeZzz DEAD!uhmm...that's pretty much been established already 
1,@ps7girl Awww thanks jessica for the shout out! Love uuuuu tonsssssss 
1,getting my new car on monday  yay me !!
1,"@joliechose I just sent one!I love when I see on my bill &quot;sms to North America&quot; &lt;333 and yes,Coke is the best medicine "
1,"VH1 has the 20 greatest electro 80's on ATM ha ha, love it "
1,it's such a chilly day! but i like it! i get to dress nice &amp;&amp; toasty 
1,@kristi_link You know I think you're right! Will be great to see Calvin on MTB again. 
1,@mwsmedia doh! i always assume if there is rain then they aren't talking about cali 
1,"@danimichelle I am home with a full heart, and a sunburned head   It's all good!"
1,@JL_Anderson  Me too.. I'll try that next time. 
1,@lornayee i hope to try one soon 
1,@JackieB LOL.  oh btw hai from mah laptopz.  you'll see it tuesday 
1,"@KalebNation Congrats for the Borders Media interview, Kaleb! "
1,Tryouts done..yah!!! Eating Mexican with the bf. The gonna watch the lakers play..it's the weekend  yah!!
1,Weekend with the 151 girls in Baltimore  
1,@thetateway .. that you are not afraid to use 4-letter words 
1,"E just asked how to go around the pole. What next, clear heels? "
1,my day was amazing 
1,@delanelyn Im excited and scared 4 u all at once lol  hahahha i cant wait for u to tell me how u like the south  its wierd but i &lt;3 it
1,"@jonasbrothers my favorite song its about the new cd: paranoid, hey baby, and bout the other cds: video girl, bb good, shelf, tonight "
1,fantastic song  ? http://blip.fm/~7aaxh
1,"Coming up around 7:30pm CST, photos from the Crookston, MN high school graduation ceremony!!!! I know, but you'll just have to wait "
1,How I make a Living doing nothing  http://bit.ly/ZRZMB
1,Just been to see Night At The Museum 2. It was a really good  I'd recommendd 
1,hows everyone today 
1,@JessikaSays yah basically she is right 
1,Yeeeeaaaaahhhhh baby! Enjoying a cold one while bbqing some ribs. Life is grand 
1,I feel almost 100% from that stomach virus thing!    Yay!
1,@TeamHate the blue one 
1,@mileycyrus I love you o most awesomest devine delight of my life  How's my memory lol
1,@katiazev Save the filakia for some hot blond Scandinavian boy later this summer.  The invation from the north is coming soon.  
1,"@TimCAD Good god man, are your hands ok?? "
1,@MrArtClark whatcha doin' tomorrow?  I am sure all will be fine 
1,"@postalguarelas Yes, I'm drinking tea as well,my fave Darjeeling,but it's not hot here,cool in shade,warming me up! "
1,hangin with ledd nd court. 
1,@xykobas3rd I won't....that would not be fun! And I already have a hangover. Haha. 
1,go see UP. do it now.    
1,@gerardway  I love you! &lt;3
1,@Mithelmusso COME TO NYC!!! plz and thank you.  &lt;3 &lt;3 &lt;3 &lt;3
1,this time next week ill be packing ready for the water park  WOOOO hope my backs cleared up fully by then... probs wont be :'(
1,@SaharaDamore @girlonlaptop Maybe.  It was when Obama was in town the other day.  
1,@carobuckman Have fun!!! 
1,@lulyciienta@karllydolly Anyway i'm off to the land of nod. Night both of you  xx Tweet tomorrow. Adios XD
1,@Cunxmoor  haha Thanks 
1,#FollowFriday @catdog03 @babyrabies @NoPasaNada because they all make me laugh 
1,Well jus got out da shower from a has wastin time @ work  glad its not MY gas  lol
1,@FoxyOxymoron That is what we're here for. Glad I'm staying home waiting on a desk delivery that may or may not come. 
1,my doctor who poster arrived in the mail today  http://tinyurl.com/ox3ro6
1,A few more hours and i'd be heading to Am's house to study  tests tests!
1,Last minute tickets to Janes Addiction. Be jealous or don't.. I do not care. 
1,"@gashead thank you sweety  x baba maal was good, interesting pink dress! My top 5 favourite female singer was on, regina spector u like?"
1,And my door mat went where? It was here when I came home earlier and now just out a sec at Deli de Luca it is gone...! That's strange 
1,@samanthai She's a tiny blonde hitler 'twatting cow bag 
1,"@MissBethAnn  That was an interesting link.  Anyways, you do know that I'm in Australia, right?  "
1,okay i'm getting off the computer and starting my study weekend at 10:30 and ending at 4:30. that's 6 hours.. exactly like school. 
1,twitting for the first time.Ahhh. Why am I still at my desk? It's friday.  Need some booze then the fun'l come 
1,Getting ready to get out to Cathedral City to teach this weekend. Is it me or does that sound like a place in the land of Oz? 
1,"@breakinporcelan I'm looking for it right now. I know it's online in its entirety, fear not. "
1,#FF @1stladyaye (homie!) @relleyrelle(Bestie  @maf_capital_llc (my tweeple 4real lol) @G5Gi @useofforceent (my music tweeps)
1,http://twitpic.com/67zkt - Grad. Present from my dad's friend 
1,@_HeatherBailey Terminator! And tell me how fantastic it is 
1,@BabyFriendlyLA Jealous! Enjoy yourself!! 
1,whatching Camp Rock! 
1,@sweepstakesgirl Thanks for the #followfriday mention 
1,@NipseyHussle For sure! I'm following you now too  Enjoy your night!
1,"@dominossthelens Very clever; leave it to those Oasis lads to come up with something that &quot;cheeky,&quot; as you Scousers would say "
1,"gonna write down all these questions now, and ill make an answer video tomorrow  any last minute ones?"
1,On that happy note I'm heading off to bed. To-recharge my chi for tomorrow.  Good-nightweeps!
1,@curiousg87 Chew slowly. 
1,@Dimngenes: Thanks girl..  it's hard to be a feminist in a male dominated world
1,Walmart: hair dye and ice cream. 
1,"@Pyrexis - Dude, you will have a relationship!! I haven't got a special someone either but I figure if they want me, they'll find me! "
1,@bostonmerlin I think perhaps the floor would smoke where I walked were I to show up at a microsoft event. Sorry 
1,@bitchcakesny You are going to blow them away at your reunion. 
1,"Princeton, kinda hot but looking forward to a good weekend "
1,camping w/ family this weekend 
1,How the waiter knew that this is my absoloute fav dessert is beyond me.  He just brought this over  http://yfrog.com/17ig4j
1,@ohmyjade YEA.!! it was REALLY adorablee..i swear i'm gonna have THAT moment on my mind THE REST OF MY LIFE 
1,Love my G1...easier for me to use Twitter! 
1,Omg I just realized how much I luv summer !! 
1,Hang in there sister! It'll get easier. 
1,Power's back. I really didn't cut the power line with my shovel 
1,I heart Melody Hobson's stillettos! And her financial analyzing... 
1,@the_crooked_toe haha love it! 
1,#followfriday quickie! @brightondoll @adrienne_daniel @Steffisticated @drewy88 and obviously @OFFICIALGOD 
1,"At the salon about to get my hair dyed, cut, and styled  then i might go see Up at the movies."
1,I forgot how relaxing watching the ducks can be. Classic when grandma tries to get away from the geese 
1,Lakers is the best team of the west conference 
1,"@mariqueen http://twitpic.com/60vsh - I concur  Wow @aialamode is absolutely beautiful  very nice pic, is this the better quality u  ..."
1,"thinking in how much i love my bff, lulyugly  xooo"
1,@radagast22 you have a cat?    awwwwww.   thats so sweet 
1,@eve76 Yay! *scarfs blizzard* thank you  what!? :O you didn't get Maggles ice cream!?!? poor Maggles
1,"@booknaround It's a little expensive, but when your fridge is empty the food is decent.   #BEAtwittyparty"
1,"wtf the weather is weird it was full raining second ago and now its sunny,gahh i have the best week planned "
1,@essentialimage what's crazy is I looked there first. you'd think sparrows would be easier to come by! I finally just made my own 
1,What happened to that week? Time to amble down to The Phoenix  #fb
1,@chaiseMarcel you're welcome 
1,"Yes.  I had to go play some Lexulous to forget, though. "
1,"Despite my random lack of energy, I am *really* happy right now "
1,@h2theizzle Haha... it really would be. 
1,oh boy my 1st text message of the day  my boy friend sent me a text yay ?
1,@ysnjen We should talk about having you speak at an event in Seattle sponsored by Fresh and in support of your book. 
1,@JoelMadden and @NicoleRichie are an amazing couple who always make me laugh when reading their twitter convos to/about each other  xoxo
1,g doing baby daddy stuff. gosh i love ray and his super kewl audio blog 
1,@kristallin I hear you dude... try doing it on a goddamn 12-string acoustic!! 
1,@paleenigma CONGRATS TO YOU!  Tho God only knows why you'd want to leave British soil for the USA!  Be careful!   NIN SOON!!!
1,"@MsATC haha...not 'Club Buca is closed'! LOL...I miss you too  I don't go out on Thurs, Cynt does. How are you?"
1,LOL fia you can't kill me 
1,@LeahHope I don't mean to hurt you.  lol
1,@Reauxnin: ty for the ff love twomie!! Lol 
1,@stevenreilly7 you'll have to come done to Fresno so you can come with everyone to the premier and we can celebrate our bdays 
1,Mmmm. I think that was my first beer in six months. Worth waiting for 
1,@MsV1959 whoohooo love eminem! On my playlist for Sunday 
1,#myweakness @johncmayer -  John Mayer of course!!! 
1,Boston in june. I can't wait. A whole week. 
1,I made squash soup  
1,@BkBap LMAO!!! we'll need all day disclaimers now 
1,@CreativeStu Just wanted to let you know that I didn't forget about ya. You've got (e)mail. 
1,In spokane almost to the mall 
1,thanks for the #followfriday shout out! @b_edward_b ! 
1,polishing my nails  out with the ladies to night
1,thank you all for the #FF mentions. You are all awesome. 
1,@AyNakoBea yeah haha I was in the gym for season 1 2 and 3 
1,@tomhogsed just passing through 
1,@pixieiggie LOL yeeyeea! im a kick in the pants mom 
1,@kidstube You might want to look into getting something like http://www.electronicwarranty.com/ the next time around 
1,subscribe to my YouTube channel  http://bit.ly/LOvA
1,@kekeinaction http://twitpic.com/68a10 - beautiful keke !! don't forget to try to have french saynow !!!  kiss
1,@chewysun Me too! 
1,Watching My Best Friend's Girl 
1,@jaymoskovitz Thanks! I will!  hopefully we'll get a chance to bring then down soon.
1,@genejm29 Thanks! You're a *star*! 
1,woooot Paranoid on disney 5 seconds ago 
1,And here's my picture with Ray  I look really bad lmao  http://twitpic.com/68c53
1,This is a mamas day off and you deserve it 
1,@BlackTsChica That was great! Shawn's daydreaming of him in the car had me laughing 
1,"@StacyJMT Thanks, today is the first day I can type without tons of error correction during and after due to distraction "
1,Trying on dresses to wear out to night... I can't pick!!! lol they all look good on me 
1,"@bruno_the_kid failure yesterday  sorry, ahaha"
1,"ohhhhh, im sooo mutha luvn beautiful.... finna chill with these lamess "
1,Good night everybody 
1,"@LisaMarie110 hahaha, idk. but YAY! we're gonna be roomiess "
1,"@mandyluhhsyou manderzz, you and your damn love for ice cream. you make me laugh. "
1,@jaredlunde That sounds fun! I'm taking my brother out to our local home team baseball game sunday afternoon! I love baseball games 
1,PARANOID  JONAS BROTHERS I LOVE THE SONG 
1,"going to sleep!!! its light outside, so i know its time to zzzz! Night twitter fam! Have a nice weekend "
1,Great two days off!!!  ready for a fabulous day tomorrow!!! Lol 
1,preparing to go out with sophia. listening to &quot;the climb&quot; by mileycyrus. 
1,Playing with my mark. makeup and jammin' to Taylor Swift. 
1,@fiestapants209 My brother's gf's friend's name is... Jose Luis the 3rd Pedro   
1,The Lakers got it..  hahaah this is why i love LA
1,@opposable_thumb LOL the little + on the left... 
1,My mom and tay love banana LABBY TAPPY! Oh and BAJAAAAA! 
1,@LizJonasHQ he does? that's awesooooooooomeeeee  ..but how do you knwo it's true??
1,Got the end of the game. Nice win lakers!  I love LA!
1,@SashaVujacic wooo u did it!!!!! congrats! 
1,I set my phone to tell me who is texting me before my ringtones go off... so it goes &quot;message from TWEETER&quot; when i get a text from here 
1,@AngieWarren Oh I am glad it helped to turn things around 
1,"@exoticmaya Yeah, go on sexy! "
1,"@bkjeffer Well, thanks! "
1,is working on her story. anyone want to critic/read so far? 
1,@charyl oooooh she has a blog too 
1,down the shore in the morning 
1,Just purchased my Macbook (and I get a free personalized iTouch with it too!) ...sweet 
1,@jammymusician ok well i will be waiting 
1,I figured the Lakers won via twitter orgasms. You guys are so silly. 
1,Shouldn't I be sleeping 9 hours before a race? 
1,hopin for a text 
1,@sanichols were you at Tom Thumb? I think I saw your drunk ass buying more beer 
1,Just caught a glimpse of myself on The Dish on Style. Check it out! http://tinyurl.com/n8nzby  
1,@CindiCupcaking headin' east - Boston 
1,@itskrystalskye ahk cool i agree. 
1,Oops just fell asleep for 4 hours. Making pasta 
1,@softtouchme i finished DMing you 
1,"@Real_DavidCook im really surprised when Kris Allen won, and I love ur song permanent. You were amazing last finale as always. "
1,just bought You with @melorahardin &amp; @allisonmack (@youthefilm) I can't wait till it gets here! 
1,@superstarobeatz goodnight 
1,@babesuhmazzn awwwww &lt;3 the MAJK loveee 
1,@Mrmichaelnewton haha &quot;your best girl?&quot;  Sometimes you talk like you were born in the 50's.  *kisses his cheek* thanks for the date 
1,Gettin some patron!! Then off to gay it up at hamburger mary's 
1,"is happy for BFF.  Gujab, Lakers!  http://plurk.com/p/x4gcx"
1,"Ga, when did I ever play a trick on you? "
1,We finally got to view the film. Two thumbs WAY &quot;Up&quot;!  (via @melgrimes)
1,three more minutes until 10:00PM!!!! hahaha LOL random! 
1,@ebunce haha you have the same name as me lol. 
1,"@BekahIsSpankin lol, just nick please! "
1,@KatieATL goodniiight! 
1,Off to baseball tomorrow. Nite all! 
1,You guys are the best friends a guy can ever have never met online 
1,If you cant convince them confuse them 
1,@marsarmy pick one and stick to it 
1,@jddalton Glad you made it home okay. 
1,So i definitely had an amazing night! Havent laughed that hard in like a month. 
1,At RPM with boyfriend and all the homies. We're heading to the drive ins at 11 
1,@TomBelshaw You Welcome...Cheers 
1,@sooch4cats Ness goes with her SD from 12-3. We can come pick her up after. I think I remember how to get to your house still!! 
1,"Reading through their playlist for yesterday, i have a feeling i'll be listening to this for quite some time "
1,At destins. Shelbie makes me smile  see lol
